352 7 7
2.1527 2.1249 2.1488 2.1749 2.0229 2.0249 2.0307
8.9 6.7 8.5 12.6 13.9 11.8 11.3
2.1249 2.1488 2.1749 2.0229 2.0249 2.0307 1.9404
6.7 8.5 12.6 13.9 11.8 11.3 12.4
2.1488 2.1749 2.0229 2.0249 2.0307 1.9404 1.8774
8.5 12.6 13.9 11.8 11.3 12.4 10.2
2.1749 2.0229 2.0249 2.0307 1.9404 1.8774 1.9021
12.6 13.9 11.8 11.3 12.4 10.2 9.2
2.0229 2.0249 2.0307 1.9404 1.8774 1.9021 1.9637
13.9 11.8 11.3 12.4 10.2 9.2 10.5
2.0249 2.0307 1.9404 1.8774 1.9021 1.9637 2.0037
11.8 11.3 12.4 10.2 9.2 10.5 8.2
2.0307 1.9404 1.8774 1.9021 1.9637 2.0037 1.9735
11.3 12.4 10.2 9.2 10.5 8.2 5.8
1.9404 1.8774 1.9021 1.9637 2.0037 1.9735 1.968
12.4 10.2 9.2 10.5 8.2 5.8 5
1.8774 1.9021 1.9637 2.0037 1.9735 1.968 1.9503
10.2 9.2 10.5 8.2 5.8 5 5.2
1.9021 1.9637 2.0037 1.9735 1.968 1.9503 1.9102
9.2 10.5 8.2 5.8 5 5.2 7.1
1.9637 2.0037 1.9735 1.968 1.9503 1.9102 2.0253
10.5 8.2 5.8 5 5.2 7.1 6.6
2.0037 1.9735 1.968 1.9503 1.9102 2.0253 2.1023
8.2 5.8 5 5.2 7.1 6.6 9.5
1.9735 1.968 1.9503 1.9102 2.0253 2.1023 2.1787
5.8 5 5.2 7.1 6.6 9.5 9.4
1.968 1.9503 1.9102 2.0253 2.1023 2.1787 2.1805
5 5.2 7.1 6.6 9.5 9.4 5.8
1.9503 1.9102 2.0253 2.1023 2.1787 2.1805 2.2778
5.2 7.1 6.6 9.5 9.4 5.8 5.9
1.9102 2.0253 2.1023 2.1787 2.1805 2.2778 2.2039
7.1 6.6 9.5 9.4 5.8 5.9 5.3
2.0253 2.1023 2.1787 2.1805 2.2778 2.2039 2.2467
6.6 9.5 9.4 5.8 5.9 5.3 6.8
2.1023 2.1787 2.1805 2.2778 2.2039 2.2467 2.3013
9.5 9.4 5.8 5.9 5.3 6.8 8.2
2.1787 2.1805 2.2778 2.2039 2.2467 2.3013 2.4424
9.4 5.8 5.9 5.3 6.8 8.2 7.9
2.1805 2.2778 2.2039 2.2467 2.3013 2.4424 2.3269
5.8 5.9 5.3 6.8 8.2 7.9 8
2.2778 2.2039 2.2467 2.3013 2.4424 2.3269 2.3283
5.9 5.3 6.8 8.2 7.9 8 7.5
2.2039 2.2467 2.3013 2.4424 2.3269 2.3283 2.3445
5.3 6.8 8.2 7.9 8 7.5 9.8
2.2467 2.3013 2.4424 2.3269 2.3283 2.3445 2.3488
6.8 8.2 7.9 8 7.5 9.8 8.6
2.3013 2.4424 2.3269 2.3283 2.3445 2.3488 2.3695
8.2 7.9 8 7.5 9.8 8.6 8.1
2.4424 2.3269 2.3283 2.3445 2.3488 2.3695 2.3487
7.9 8 7.5 9.8 8.6 8.1 10.4
2.3269 2.3283 2.3445 2.3488 2.3695 2.3487 2.1932
8 7.5 9.8 8.6 8.1 10.4 12.1
2.3283 2.3445 2.3488 2.3695 2.3487 2.1932 2.1367
7.5 9.8 8.6 8.1 10.4 12.1 12.1
2.3445 2.3488 2.3695 2.3487 2.1932 2.1367 2.1848
9.8 8.6 8.1 10.4 12.1 12.1 12.9
2.3488 2.3695 2.3487 2.1932 2.1367 2.1848 2.2611
8.6 8.1 10.4 12.1 12.1 12.9 10.2
2.3695 2.3487 2.1932 2.1367 2.1848 2.2611 2.4364
8.1 10.4 12.1 12.1 12.9 10.2 12.3
2.3487 2.1932 2.1367 2.1848 2.2611 2.4364 2.3985
10.4 12.1 12.1 12.9 10.2 12.3 11.7
2.1932 2.1367 2.1848 2.2611 2.4364 2.3985 2.4943
12.1 12.1 12.9 10.2 12.3 11.7 11.9
2.1367 2.1848 2.2611 2.4364 2.3985 2.4943 2.5315
12.1 12.9 10.2 12.3 11.7 11.9 13.6
2.1848 2.2611 2.4364 2.3985 2.4943 2.5315 2.4292
12.9 10.2 12.3 11.7 11.9 13.6 12.5
2.2611 2.4364 2.3985 2.4943 2.5315 2.4292 2.3251
10.2 12.3 11.7 11.9 13.6 12.5 10.3
2.4364 2.3985 2.4943 2.5315 2.4292 2.3251 2.3726
12.3 11.7 11.9 13.6 12.5 10.3 7.6
2.3985 2.4943 2.5315 2.4292 2.3251 2.3726 2.3223
11.7 11.9 13.6 12.5 10.3 7.6 8.9
2.4943 2.5315 2.4292 2.3251 2.3726 2.3223 2.3732
11.9 13.6 12.5 10.3 7.6 8.9 9.2
2.5315 2.4292 2.3251 2.3726 2.3223 2.3732 2.4505
13.6 12.5 10.3 7.6 8.9 9.2 10.2
2.4292 2.3251 2.3726 2.3223 2.3732 2.4505 2.3815
12.5 10.3 7.6 8.9 9.2 10.2 8.2
2.3251 2.3726 2.3223 2.3732 2.4505 2.3815 2.3624
10.3 7.6 8.9 9.2 10.2 8.2 8.7
2.3726 2.3223 2.3732 2.4505 2.3815 2.3624 2.3081
7.6 8.9 9.2 10.2 8.2 8.7 10.3
2.3223 2.3732 2.4505 2.3815 2.3624 2.3081 2.3259
8.9 9.2 10.2 8.2 8.7 10.3 10
2.3732 2.4505 2.3815 2.3624 2.3081 2.3259 2.2388
9.2 10.2 8.2 8.7 10.3 10 9.5
2.4505 2.3815 2.3624 2.3081 2.3259 2.2388 2.2639
10.2 8.2 8.7 10.3 10 9.5 10.7
2.3815 2.3624 2.3081 2.3259 2.2388 2.2639 2.3396
8.2 8.7 10.3 10 9.5 10.7 11
2.3624 2.3081 2.3259 2.2388 2.2639 2.3396 2.2736
8.7 10.3 10 9.5 10.7 11 11.9
2.3081 2.3259 2.2388 2.2639 2.3396 2.2736 2.1472
10.3 10 9.5 10.7 11 11.9 12.6
2.3259 2.2388 2.2639 2.3396 2.2736 2.1472 2.1333
10 9.5 10.7 11 11.9 12.6 14.4
2.2388 2.2639 2.3396 2.2736 2.1472 2.1333 2.1673
9.5 10.7 11 11.9 12.6 14.4 16.5
2.2639 2.3396 2.2736 2.1472 2.1333 2.1673 2.1956
10.7 11 11.9 12.6 14.4 16.5 13.7
2.3396 2.2736 2.1472 2.1333 2.1673 2.1956 2.2359
11 11.9 12.6 14.4 16.5 13.7 13
2.2736 2.1472 2.1333 2.1673 2.1956 2.2359 2.2858
11.9 12.6 14.4 16.5 13.7 13 10.3
2.1472 2.1333 2.1673 2.1956 2.2359 2.2858 2.2476
12.6 14.4 16.5 13.7 13 10.3 9.9
2.1333 2.1673 2.1956 2.2359 2.2858 2.2476 2.3082
14.4 16.5 13.7 13 10.3 9.9 15
2.1673 2.1956 2.2359 2.2858 2.2476 2.3082 2.3942
16.5 13.7 13 10.3 9.9 15 15.2
2.1956 2.2359 2.2858 2.2476 2.3082 2.3942 2.4354
13.7 13 10.3 9.9 15 15.2 15.8
2.2359 2.2858 2.2476 2.3082 2.3942 2.4354 2.5158
13 10.3 9.9 15 15.2 15.8 11.9
2.2858 2.2476 2.3082 2.3942 2.4354 2.5158 2.7247
10.3 9.9 15 15.2 15.8 11.9 9.7
2.2476 2.3082 2.3942 2.4354 2.5158 2.7247 2.629
9.9 15 15.2 15.8 11.9 9.7 10.2
2.3082 2.3942 2.4354 2.5158 2.7247 2.629 2.7833
15 15.2 15.8 11.9 9.7 10.2 8.5
2.3942 2.4354 2.5158 2.7247 2.629 2.7833 2.7571
15.2 15.8 11.9 9.7 10.2 8.5 9.7
2.4354 2.5158 2.7247 2.629 2.7833 2.7571 2.7294
15.8 11.9 9.7 10.2 8.5 9.7 10.6
2.5158 2.7247 2.629 2.7833 2.7571 2.7294 2.63
11.9 9.7 10.2 8.5 9.7 10.6 8.2
2.7247 2.629 2.7833 2.7571 2.7294 2.63 2.5066
9.7 10.2 8.5 9.7 10.6 8.2 8.6
2.629 2.7833 2.7571 2.7294 2.63 2.5066 2.5624
10.2 8.5 9.7 10.6 8.2 8.6 7.8
2.7833 2.7571 2.7294 2.63 2.5066 2.5624 2.5806
8.5 9.7 10.6 8.2 8.6 7.8 8.2
2.7571 2.7294 2.63 2.5066 2.5624 2.5806 2.4392
9.7 10.6 8.2 8.6 7.8 8.2 8.2
2.7294 2.63 2.5066 2.5624 2.5806 2.4392 2.5062
10.6 8.2 8.6 7.8 8.2 8.2 7.8
2.63 2.5066 2.5624 2.5806 2.4392 2.5062 2.6056
8.2 8.6 7.8 8.2 8.2 7.8 9.1
2.5066 2.5624 2.5806 2.4392 2.5062 2.6056 2.5453
8.6 7.8 8.2 8.2 7.8 9.1 8.6
2.5624 2.5806 2.4392 2.5062 2.6056 2.5453 2.7003
7.8 8.2 8.2 7.8 9.1 8.6 9.2
2.5806 2.4392 2.5062 2.6056 2.5453 2.7003 2.6226
8.2 8.2 7.8 9.1 8.6 9.2 11.7
2.4392 2.5062 2.6056 2.5453 2.7003 2.6226 2.5131
8.2 7.8 9.1 8.6 9.2 11.7 13.7
2.5062 2.6056 2.5453 2.7003 2.6226 2.5131 2.4696
7.8 9.1 8.6 9.2 11.7 13.7 14.7
2.6056 2.5453 2.7003 2.6226 2.5131 2.4696 2.4038
9.1 8.6 9.2 11.7 13.7 14.7 13.3
2.5453 2.7003 2.6226 2.5131 2.4696 2.4038 2.553
8.6 9.2 11.7 13.7 14.7 13.3 10.9
2.7003 2.6226 2.5131 2.4696 2.4038 2.553 2.5687
9.2 11.7 13.7 14.7 13.3 10.9 12.6
2.6226 2.5131 2.4696 2.4038 2.553 2.5687 2.5742
11.7 13.7 14.7 13.3 10.9 12.6 12.7
2.5131 2.4696 2.4038 2.553 2.5687 2.5742 2.5585
13.7 14.7 13.3 10.9 12.6 12.7 12.4
2.4696 2.4038 2.553 2.5687 2.5742 2.5585 2.6955
14.7 13.3 10.9 12.6 12.7 12.4 15
2.4038 2.553 2.5687 2.5742 2.5585 2.6955 2.6199
13.3 10.9 12.6 12.7 12.4 15 14.8
2.553 2.5687 2.5742 2.5585 2.6955 2.6199 2.5677
10.9 12.6 12.7 12.4 15 14.8 17
2.5687 2.5742 2.5585 2.6955 2.6199 2.5677 2.5525
12.6 12.7 12.4 15 14.8 17 17.6
2.5742 2.5585 2.6955 2.6199 2.5677 2.5525 2.4753
12.7 12.4 15 14.8 17 17.6 16.3
2.5585 2.6955 2.6199 2.5677 2.5525 2.4753 2.4501
12.4 15 14.8 17 17.6 16.3 19.2
2.6955 2.6199 2.5677 2.5525 2.4753 2.4501 2.3821
15 14.8 17 17.6 16.3 19.2 15.7
2.6199 2.5677 2.5525 2.4753 2.4501 2.3821 2.3206
14.8 17 17.6 16.3 19.2 15.7 15.6
2.5677 2.5525 2.4753 2.4501 2.3821 2.3206 2.4667
17 17.6 16.3 19.2 15.7 15.6 16.6
2.5525 2.4753 2.4501 2.3821 2.3206 2.4667 2.4807
17.6 16.3 19.2 15.7 15.6 16.6 14.2
2.4753 2.4501 2.3821 2.3206 2.4667 2.4807 2.4537
16.3 19.2 15.7 15.6 16.6 14.2 16.3
2.4501 2.3821 2.3206 2.4667 2.4807 2.4537 2.5088
19.2 15.7 15.6 16.6 14.2 16.3 15.7
2.3821 2.3206 2.4667 2.4807 2.4537 2.5088 2.5894
15.7 15.6 16.6 14.2 16.3 15.7 16.9
2.3206 2.4667 2.4807 2.4537 2.5088 2.5894 2.5661
15.6 16.6 14.2 16.3 15.7 16.9 15.6
2.4667 2.4807 2.4537 2.5088 2.5894 2.5661 2.6227
16.6 14.2 16.3 15.7 16.9 15.6 13.5
2.4807 2.4537 2.5088 2.5894 2.5661 2.6227 2.6712
14.2 16.3 15.7 16.9 15.6 13.5 14
2.4537 2.5088 2.5894 2.5661 2.6227 2.6712 2.7894
16.3 15.7 16.9 15.6 13.5 14 14.6
2.5088 2.5894 2.5661 2.6227 2.6712 2.7894 2.9692
15.7 16.9 15.6 13.5 14 14.6 14.5
2.5894 2.5661 2.6227 2.6712 2.7894 2.9692 2.9241
16.9 15.6 13.5 14 14.6 14.5 15.7
2.5661 2.6227 2.6712 2.7894 2.9692 2.9241 2.865
15.6 13.5 14 14.6 14.5 15.7 15.6
2.6227 2.6712 2.7894 2.9692 2.9241 2.865 2.838
13.5 14 14.6 14.5 15.7 15.6 13.8
2.6712 2.7894 2.9692 2.9241 2.865 2.838 2.8777
14 14.6 14.5 15.7 15.6 13.8 14.2
2.7894 2.9692 2.9241 2.865 2.838 2.8777 2.8292
14.6 14.5 15.7 15.6 13.8 14.2 16.5
2.9692 2.9241 2.865 2.838 2.8777 2.8292 2.8279
14.5 15.7 15.6 13.8 14.2 16.5 15.1
2.9241 2.865 2.838 2.8777 2.8292 2.8279 2.8676
15.7 15.6 13.8 14.2 16.5 15.1 13.6
2.865 2.838 2.8777 2.8292 2.8279 2.8676 2.891
15.6 13.8 14.2 16.5 15.1 13.6 13.4
2.838 2.8777 2.8292 2.8279 2.8676 2.891 2.8852
13.8 14.2 16.5 15.1 13.6 13.4 16.9
2.8777 2.8292 2.8279 2.8676 2.891 2.8852 2.9148
14.2 16.5 15.1 13.6 13.4 16.9 17.1
2.8292 2.8279 2.8676 2.891 2.8852 2.9148 2.9692
16.5 15.1 13.6 13.4 16.9 17.1 17.1
2.8279 2.8676 2.891 2.8852 2.9148 2.9692 2.8274
15.1 13.6 13.4 16.9 17.1 17.1 13.2
2.8676 2.891 2.8852 2.9148 2.9692 2.8274 2.7707
13.6 13.4 16.9 17.1 17.1 13.2 14.4
2.891 2.8852 2.9148 2.9692 2.8274 2.7707 2.737
13.4 16.9 17.1 17.1 13.2 14.4 15
2.8852 2.9148 2.9692 2.8274 2.7707 2.737 2.7574
16.9 17.1 17.1 13.2 14.4 15 15.1
2.9148 2.9692 2.8274 2.7707 2.737 2.7574 2.7756
17.1 17.1 13.2 14.4 15 15.1 13.5
2.9692 2.8274 2.7707 2.737 2.7574 2.7756 2.7749
17.1 13.2 14.4 15 15.1 13.5 12.5
2.8274 2.7707 2.737 2.7574 2.7756 2.7749 2.7686
13.2 14.4 15 15.1 13.5 12.5 12.1
2.7707 2.737 2.7574 2.7756 2.7749 2.7686 2.8001
14.4 15 15.1 13.5 12.5 12.1 13.1
2.737 2.7574 2.7756 2.7749 2.7686 2.8001 2.8535
15 15.1 13.5 12.5 12.1 13.1 13
2.7574 2.7756 2.7749 2.7686 2.8001 2.8535 2.9329
15.1 13.5 12.5 12.1 13.1 13 15.3
2.7756 2.7749 2.7686 2.8001 2.8535 2.9329 2.8796
13.5 12.5 12.1 13.1 13 15.3 13.7
2.7749 2.7686 2.8001 2.8535 2.9329 2.8796 2.8729
12.5 12.1 13.1 13 15.3 13.7 15.9
2.7686 2.8001 2.8535 2.9329 2.8796 2.8729 2.8573
12.1 13.1 13 15.3 13.7 15.9 16.9
2.8001 2.8535 2.9329 2.8796 2.8729 2.8573 2.8165
13.1 13 15.3 13.7 15.9 16.9 17.7
2.8535 2.9329 2.8796 2.8729 2.8573 2.8165 2.816
13 15.3 13.7 15.9 16.9 17.7 16.2
2.9329 2.8796 2.8729 2.8573 2.8165 2.816 2.8266
15.3 13.7 15.9 16.9 17.7 16.2 17
2.8796 2.8729 2.8573 2.8165 2.816 2.8266 2.8214
13.7 15.9 16.9 17.7 16.2 17 18.2
2.8729 2.8573 2.8165 2.816 2.8266 2.8214 2.8043
15.9 16.9 17.7 16.2 17 18.2 17.7
2.8573 2.8165 2.816 2.8266 2.8214 2.8043 2.8047
16.9 17.7 16.2 17 18.2 17.7 18.8
2.8165 2.816 2.8266 2.8214 2.8043 2.8047 2.8262
17.7 16.2 17 18.2 17.7 18.8 22.1
2.816 2.8266 2.8214 2.8043 2.8047 2.8262 2.8089
16.2 17 18.2 17.7 18.8 22.1 22.2
2.8266 2.8214 2.8043 2.8047 2.8262 2.8089 2.8042
17 18.2 17.7 18.8 22.1 22.2 23.1
2.8214 2.8043 2.8047 2.8262 2.8089 2.8042 2.7804
18.2 17.7 18.8 22.1 22.2 23.1 20.3
2.8043 2.8047 2.8262 2.8089 2.8042 2.7804 2.7323
17.7 18.8 22.1 22.2 23.1 20.3 16.7
2.8047 2.8262 2.8089 2.8042 2.7804 2.7323 2.7351
18.8 22.1 22.2 23.1 20.3 16.7 18.5
2.8262 2.8089 2.8042 2.7804 2.7323 2.7351 2.7896
22.1 22.2 23.1 20.3 16.7 18.5 17.5
2.8089 2.8042 2.7804 2.7323 2.7351 2.7896 2.8063
22.2 23.1 20.3 16.7 18.5 17.5 16.8
2.8042 2.7804 2.7323 2.7351 2.7896 2.8063 2.7427
23.1 20.3 16.7 18.5 17.5 16.8 15.7
2.7804 2.7323 2.7351 2.7896 2.8063 2.7427 2.6997
20.3 16.7 18.5 17.5 16.8 15.7 15.9
2.7323 2.7351 2.7896 2.8063 2.7427 2.6997 2.59
16.7 18.5 17.5 16.8 15.7 15.9 16.8
2.7351 2.7896 2.8063 2.7427 2.6997 2.59 2.6633
18.5 17.5 16.8 15.7 15.9 16.8 16.6
2.7896 2.8063 2.7427 2.6997 2.59 2.6633 2.623
17.5 16.8 15.7 15.9 16.8 16.6 14.6
2.8063 2.7427 2.6997 2.59 2.6633 2.623 2.5941
16.8 15.7 15.9 16.8 16.6 14.6 14.3
2.7427 2.6997 2.59 2.6633 2.623 2.5941 2.606
15.7 15.9 16.8 16.6 14.6 14.3 15.2
2.6997 2.59 2.6633 2.623 2.5941 2.606 2.6267
15.9 16.8 16.6 14.6 14.3 15.2 17.1
2.59 2.6633 2.623 2.5941 2.606 2.6267 2.4873
16.8 16.6 14.6 14.3 15.2 17.1 18.1
2.6633 2.623 2.5941 2.606 2.6267 2.4873 2.4446
16.6 14.6 14.3 15.2 17.1 18.1 18.3
2.623 2.5941 2.606 2.6267 2.4873 2.4446 2.4555
14.6 14.3 15.2 17.1 18.1 18.3 15.8
2.5941 2.606 2.6267 2.4873 2.4446 2.4555 2.4577
14.3 15.2 17.1 18.1 18.3 15.8 16
2.606 2.6267 2.4873 2.4446 2.4555 2.4577 2.4791
15.2 17.1 18.1 18.3 15.8 16 17.4
2.6267 2.4873 2.4446 2.4555 2.4577 2.4791 2.4401
17.1 18.1 18.3 15.8 16 17.4 17.2
2.4873 2.4446 2.4555 2.4577 2.4791 2.4401 2.4714
18.1 18.3 15.8 16 17.4 17.2 17.7
2.4446 2.4555 2.4577 2.4791 2.4401 2.4714 2.5942
18.3 15.8 16 17.4 17.2 17.7 19.1
2.4555 2.4577 2.4791 2.4401 2.4714 2.5942 2.514
15.8 16 17.4 17.2 17.7 19.1 21
2.4577 2.4791 2.4401 2.4714 2.5942 2.514 2.5316
16 17.4 17.2 17.7 19.1 21 24
2.4791 2.4401 2.4714 2.5942 2.514 2.5316 2.4875
17.4 17.2 17.7 19.1 21 24 20.4
2.4401 2.4714 2.5942 2.514 2.5316 2.4875 2.4675
17.2 17.7 19.1 21 24 20.4 20.2
2.4714 2.5942 2.514 2.5316 2.4875 2.4675 2.4867
17.7 19.1 21 24 20.4 20.2 19
2.5942 2.514 2.5316 2.4875 2.4675 2.4867 2.4912
19.1 21 24 20.4 20.2 19 19.8
2.514 2.5316 2.4875 2.4675 2.4867 2.4912 2.4725
21 24 20.4 20.2 19 19.8 20
2.5316 2.4875 2.4675 2.4867 2.4912 2.4725 2.5536
24 20.4 20.2 19 19.8 20 17.9
2.4875 2.4675 2.4867 2.4912 2.4725 2.5536 2.4804
20.4 20.2 19 19.8 20 17.9 18.5
2.4675 2.4867 2.4912 2.4725 2.5536 2.4804 2.5454
20.2 19 19.8 20 17.9 18.5 18.5
2.4867 2.4912 2.4725 2.5536 2.4804 2.5454 2.5567
19 19.8 20 17.9 18.5 18.5 19.9
2.4912 2.4725 2.5536 2.4804 2.5454 2.5567 2.4948
19.8 20 17.9 18.5 18.5 19.9 21.9
2.4725 2.5536 2.4804 2.5454 2.5567 2.4948 2.604
20 17.9 18.5 18.5 19.9 21.9 23.9
2.5536 2.4804 2.5454 2.5567 2.4948 2.604 2.7132
17.9 18.5 18.5 19.9 21.9 23.9 23.1
2.4804 2.5454 2.5567 2.4948 2.604 2.7132 2.7652
18.5 18.5 19.9 21.9 23.9 23.1 22.3
2.5454 2.5567 2.4948 2.604 2.7132 2.7652 2.8881
18.5 19.9 21.9 23.9 23.1 22.3 21.8
2.5567 2.4948 2.604 2.7132 2.7652 2.8881 2.8109
19.9 21.9 23.9 23.1 22.3 21.8 20.9
2.4948 2.604 2.7132 2.7652 2.8881 2.8109 2.8054
21.9 23.9 23.1 22.3 21.8 20.9 18.4
2.604 2.7132 2.7652 2.8881 2.8109 2.8054 2.749
23.9 23.1 22.3 21.8 20.9 18.4 19.9
2.7132 2.7652 2.8881 2.8109 2.8054 2.749 2.6883
23.1 22.3 21.8 20.9 18.4 19.9 19.4
2.7652 2.8881 2.8109 2.8054 2.749 2.6883 2.6994
22.3 21.8 20.9 18.4 19.9 19.4 17.6
2.8881 2.8109 2.8054 2.749 2.6883 2.6994 2.7299
21.8 20.9 18.4 19.9 19.4 17.6 17.9
2.8109 2.8054 2.749 2.6883 2.6994 2.7299 2.7521
20.9 18.4 19.9 19.4 17.6 17.9 21.1
2.8054 2.749 2.6883 2.6994 2.7299 2.7521 2.7918
18.4 19.9 19.4 17.6 17.9 21.1 19.6
2.749 2.6883 2.6994 2.7299 2.7521 2.7918 2.9331
19.9 19.4 17.6 17.9 21.1 19.6 22.3
2.6883 2.6994 2.7299 2.7521 2.7918 2.9331 2.9184
19.4 17.6 17.9 21.1 19.6 22.3 25
2.6994 2.7299 2.7521 2.7918 2.9331 2.9184 2.9242
17.6 17.9 21.1 19.6 22.3 25 20.7
2.7299 2.7521 2.7918 2.9331 2.9184 2.9242 2.8969
17.9 21.1 19.6 22.3 25 20.7 20.7
2.7521 2.7918 2.9331 2.9184 2.9242 2.8969 2.7552
21.1 19.6 22.3 25 20.7 20.7 19.2
2.7918 2.9331 2.9184 2.9242 2.8969 2.7552 2.6749
19.6 22.3 25 20.7 20.7 19.2 19.7
2.9331 2.9184 2.9242 2.8969 2.7552 2.6749 2.7319
22.3 25 20.7 20.7 19.2 19.7 18.3
2.9184 2.9242 2.8969 2.7552 2.6749 2.7319 2.8065
25 20.7 20.7 19.2 19.7 18.3 18.7
2.9242 2.8969 2.7552 2.6749 2.7319 2.8065 2.8148
20.7 20.7 19.2 19.7 18.3 18.7 17.2
2.8969 2.7552 2.6749 2.7319 2.8065 2.8148 2.9837
20.7 19.2 19.7 18.3 18.7 17.2 19.7
2.7552 2.6749 2.7319 2.8065 2.8148 2.9837 2.9904
19.2 19.7 18.3 18.7 17.2 19.7 16.7
2.6749 2.7319 2.8065 2.8148 2.9837 2.9904 2.9426
19.7 18.3 18.7 17.2 19.7 16.7 17.8
2.7319 2.8065 2.8148 2.9837 2.9904 2.9426 2.9298
18.3 18.7 17.2 19.7 16.7 17.8 19.4
